nature,date,heures,consommation,thermique,nucléaire,eolien,solaire,hydraulique,pompage,bioénergies,stockage_batterie,déstockage_batterie,eolien_terrestre,eolien_offshore,ech._physiques,flux_physiques_d'auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_bourgogne-franche-comté_vers_auvergne-rhône-alpes,flux_physiques_de_bretagne_vers_auvergne-rhône-alpes,flux_physiques_de_centre-val_de_loire_vers_auvergne-rhône-alpes,flux_physiques_de_grand-est_vers_auvergne-rhône-alpes,flux_physiques_de_hauts-de-france_vers_auvergne-rhône-alpes,flux_physiques_d'ile-de-france_vers_auvergne-rhône-alpes,flux_physiques_de_normandie_vers_auvergne-rhône-alpes,flux_physiques_de_nouvelle-aquitaine_vers_auvergne-rhône-alpes,flux_physiques_d'occitanie_vers_auvergne-rhône-alpes,flux_physiques_de_pays-de-la-loire_vers_auvergne-rhône-alpes,flux_physiques_de_paca_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_bourgogne-franche-comté,flux_physiques_de_auvergne-rhône-alpes_vers_bretagne,flux_physiques_de_auvergne-rhône-alpes_vers_centre-val_de_loire,flux_physiques_de_auvergne-rhône-alpes_vers_grand-est,flux_physiques_de_auvergne-rhône-alpes_vers_hauts-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_ile-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_normandie,flux_physiques_de_auvergne-rhône-alpes_vers_nouvelle-aquitaine,flux_physiques_de_auvergne-rhône-alpes_vers_occitanie,flux_physiques_de_auvergne-rhône-alpes_vers_pays-de-la-loire,flux_physiques_de_auvergne-rhône-alpes_vers_paca,flux_physiques_allemagne_vers_auvergne-rhône-alpes,flux_physiques_belgique_vers_auvergne-rhône-alpes,flux_physiques_espagne_vers_auvergne-rhône-alpes,flux_physiques_italie_vers_auvergne-rhône-alpes,flux_physiques_luxembourg_vers_auvergne-rhône-alpes,flux_physiques_royaume-uni_vers_auvergne-rhône-alpes,flux_physiques_suisse_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_allemagne,flux_physiques_de_auvergne-rhône-alpes_vers_belgique,flux_physiques_de_auvergne-rhône-alpes_vers_espagne,flux_physiques_de_auvergne-rhône-alpes_vers_italie,flux_physiques_de_auvergne-rhône-alpes_vers_luxembourg,flux_physiques_de_auvergne-rhône-alpes_vers_royaume-uni,flux_physiques_de_auvergne-rhône-alpes_vers_suisse,tco_thermique_(%),tch_thermique_(%),tco_nucléaire_(%),tch_nucléaire_(%),tco_eolien_(%),tch_eolien_(%),tco_solaire_(%),tch_solaire_(%),tco_hydraulique_(%),tch_hydraulique_(%),tco_bioénergies_(%),tch_bioénergies_(%)
Données définitives,2023-01-18,15:30:00,9769.0,520.0,13491.0,239.0,256.0,3651.0,-16.0,107.0,0.0,0.0,0.0,0.0,-8478.0,,,,,,,,,,,,,,1316.0,,167.0,,,,,177.0,4871.0,,250.0,,,,,,,,,,,2863.0,,,992.0,5.32,53.12,138.1,99.42,2.45,33.06,2.62,14.05,37.37,32.02,1.1,56.02
Données temps réel,2025-09-08,12:00:00,7477.0,28.0,9011.0,41.0,839.0,2382.0,-976.0,81.0,-3,0,,,-3925.0,,1249,,466,,,,,47,667,,399,,-1148,,0,,,,,-13,-1470,,-13,,,,0,,,0,,,,-2707,,,-997,0.37,2.84,120.52,66.4,0.55,5.6,11.22,25.42,31.86,20.81,1.08,40.3
Données temps réel,2025-10-26,16:00:00,6058.0,22.0,7252.0,284.0,521.0,2326.0,-1269.0,66.0,0,5,,,-3150.0,,1679,,11,,,,,34,428,,360,,-437,,0,,,,,-112,-792,,-19,,,,0,,,0,,,,-3121,,,-1028,0.36,2.24,119.71,53.44,4.69,38.8,8.6,15.28,38.4,20.32,1.09,34.92
Données définitives,2023-10-06,07:00:00,5641.0,7.0,8768.0,92.0,0.0,2260.0,-12.0,84.0,0.0,0.0,0.0,0.0,-5558.0,,,,,,,,,,,,,,621.0,,2.0,,,,,22.0,3543.0,,228.0,,,,,,,,,,,3176.0,,,671.0,0.12,0.7,155.43,64.61,1.63,12.71,0.0,0.0,40.06,19.82,1.49,44.68
Données définitives,2022-11-24,09:30:00,9075.0,589.0,8346.0,96.0,245.0,3604.0,-14.0,107.0,0.0,0.0,0.0,0.0,-3898.0,,,,,,,,,,,,,,52.0,,0.0,,,,,163.0,3421.0,,298.0,,,,,,,,,,,2063.0,,,602.0,6.49,55.2,91.97,61.5,1.06,14.01,2.7,15.58,39.71,31.44,1.18,56.32
Données temps réel,2025-07-14,21:00:00,6616.0,217.0,8160.0,35.0,35.0,2212.0,0.0,81.0,0,0,,,-4126.0,,1339,,57,,,,,206,188,,58,,-459,,0,,,,,-14,-3048,,-232,,,,0,,,732,,,,-1893,,,-183,3.28,22.03,123.34,60.13,0.53,4.78,0.53,1.06,33.43,19.32,1.22,40.3
Données temps réel,2025-06-03,09:30:00,6374.0,27.0,10586.0,127.0,646.0,2548.0,-498.0,60.0,0,0,,,-7123.0,,933,,520,,,,,111,291,,456,,-1623,,0,,,,,-14,-2474,,-11,,,,0,,,0,,,,-3487,,,-1190,0.42,2.7,166.08,78.01,1.99,17.14,10.13,28.93,39.97,22.35,0.94,31.75
Données définitives,2023-06-19,09:00:00,6356.0,14.0,7341.0,177.0,372.0,4590.0,-13.0,124.0,0.0,0.0,0.0,0.0,-6248.0,,,,,,,,,,,,,,1864.0,,24.0,,,,,71.0,2840.0,,203.0,,,,,,,,,,,1898.0,,,319.0,0.22,1.43,115.5,54.1,2.78,24.48,5.85,20.42,72.22,40.25,1.95,64.92
Données définitives,2022-06-27,21:30:00,6476.0,388.0,9265.0,192.0,7.0,3984.0,-5.0,118.0,0.0,0.0,0.0,0.0,-7472.0,,,,,,,,,,,,,,1698.0,,367.0,,,,,82.0,3738.0,,514.0,,,,,,,,,,,2384.0,,,272.0,5.99,36.36,143.07,68.28,2.96,28.03,0.11,0.45,61.52,34.76,1.82,62.11
Données définitives,2022-06-05,12:00:00,5334.0,12.0,7523.0,105.0,970.0,2196.0,-950.0,106.0,0.0,0.0,0.0,0.0,-4629.0,,,,,,,,,,,,,,438.0,,110.0,,,,,50.0,3320.0,,198.0,,,,,,,,,,,1381.0,,,701.0,0.22,1.12,141.04,55.44,1.97,15.33,18.19,61.67,41.17,19.16,1.99,55.79
Données définitives,2022-04-09,19:30:00,7579.0,420.0,8895.0,220.0,91.0,3140.0,-973.0,101.0,0.0,0.0,0.0,0.0,-4315.0,,,,,,,,,,,,,,698.0,,86.0,,,,,110.0,2936.0,,163.0,,,,,,,,,,,1644.0,,,300.0,5.54,39.96,117.36,65.55,2.9,30.77,1.2,5.78,41.43,27.93,1.33,46.54
Données définitives,2022-11-22,03:30:00,7170.0,169.0,7035.0,263.0,0.0,1534.0,-1145.0,118.0,0.0,0.0,0.0,0.0,-804.0,,,,,,,,,,,,,,20.0,,0.0,,,,,20.0,2201.0,,338.0,,,,,,,,,,,1969.0,,,1150.0,2.36,15.84,98.12,51.84,3.67,38.39,0.0,0.0,21.39,13.38,1.65,62.11
Données définitives,2023-10-18,13:00:00,7494.0,388.0,8525.0,492.0,484.0,1490.0,-173.0,87.0,0.0,0.0,0.0,0.0,-3800.0,,,,,,,,,,,,,,1076.0,,2.0,,,,,128.0,2147.0,,361.0,,,,,,,,,,,2082.0,,,1586.0,5.18,38.61,113.76,62.82,6.57,67.96,6.46,22.85,19.88,13.07,1.16,46.28
Données temps réel,2025-07-14,00:30:00,6057.0,144.0,8195.0,89.0,0.0,3247.0,0.0,81.0,0,0,,,-5700.0,,637,,54,,,,,151,252,,52,,-481,,0,,,,,-17,-2717,,-171,,,,0,,,399,,,,-2809,,,-256,2.38,14.62,135.3,60.39,1.47,12.16,0.0,0.0,53.61,28.36,1.34,40.3
Données définitives,2021-04-08,11:00:00,8893.0,391.0,7602.0,11.0,718.0,2524.0,-3.0,92.0,0,0,0,0,-2442.0,,688,,341,,,,,17,352,,126,,1005,,105,,,,,74,3026,,352,,,,310,,,500,,,,145,,,70,4.4,36.3,85.48,56.02,0.12,1.97,8.07,60.34,28.38,21.4,1.03,49.2
Données définitives,2021-03-22,00:30:00,8126.0,176.0,10261.0,346.0,0.0,2468.0,-328.0,116.0,0,0,0,0,-4912.0,,1475,,459,,,,,47,243,,87,,796,,38,,,,,24,4234,,607,,,,0,,,2,,,,926,,,599,2.17,16.34,126.27,75.62,4.26,61.9,0.0,0.0,30.37,20.93,1.43,62.03
Données définitives,2023-01-17,19:30:00,9866.0,520.0,13463.0,228.0,0.0,5867.0,-13.0,109.0,0.0,0.0,0.0,0.0,-10309.0,,,,,,,,,,,,,,2768.0,,559.0,,,,,206.0,6001.0,,316.0,,,,,,,,,,,1901.0,,,200.0,5.27,53.12,136.46,99.21,2.31,31.54,0.0,0.0,59.47,51.45,1.1,57.07
Données définitives,2021-11-30,19:30:00,10975.0,292.0,11811.0,199.0,0.0,4191.0,-5.0,115.0,0,0,0,0,-5628.0,,1168,,540,,,,,279,248,,157,,318,,295,,,,,220,7514,,803,,,,68,,,1512,,,,112,,,336,2.66,26.84,107.62,87.04,1.81,27.91,0.0,0.0,38.19,36.57,1.05,60.53
Données définitives,2021-10-03,12:30:00,6175.0,11.0,9124.0,539.0,143.0,1788.0,-235.0,108.0,0,0,0,0,-5303.0,,1688,,4,,,,,128,109,,56,,33,,0,,,,,27,4856,,557,,,,0,,,37,,,,1399,,,452,0.18,1.01,147.76,67.24,8.73,75.6,2.32,10.26,28.96,15.61,1.75,56.84
Données définitives,2022-06-18,21:30:00,6245.0,323.0,7456.0,381.0,5.0,2458.0,-6.0,108.0,0.0,0.0,0.0,0.0,-4481.0,,,,,,,,,,,,,,185.0,,59.0,,,,,27.0,3492.0,,315.0,,,,,,,,,,,2241.0,,,273.0,5.17,30.27,119.39,54.94,6.1,55.62,0.08,0.32,39.36,21.44,1.73,56.84
Données définitives,2022-10-17,21:30:00,6183.0,391.0,6238.0,337.0,0.0,2203.0,-13.0,99.0,0.0,0.0,0.0,0.0,-3071.0,,,,,,,,,,,,,,70.0,,58.0,,,,,19.0,2861.0,,419.0,,,,,,,,,,,1862.0,,,492.0,6.32,36.64,100.89,45.97,5.45,49.2,0.0,0.0,35.63,19.22,1.6,52.11
Données temps réel,2025-07-15,23:00:00,7403.0,27.0,8210.0,171.0,0.0,3958.0,0.0,81.0,0,0,,,-5044.0,,739,,57,,,,,156,76,,68,,-493,,0,,,,,-29,-2705,,-230,,,,0,,,638,,,,-2335,,,-161,0.36,2.74,110.9,60.5,2.31,23.36,0.0,0.0,53.46,34.57,1.09,40.3
Données définitives,2022-11-16,06:00:00,6068.0,136.0,6973.0,112.0,0.0,1734.0,-872.0,123.0,0.0,0.0,0.0,0.0,-2137.0,,,,,,,,,,,,,,57.0,,0.0,,,,,17.0,2532.0,,214.0,,,,,,,,,,,2241.0,,,1126.0,2.24,12.75,114.91,51.39,1.85,16.35,0.0,0.0,28.58,15.13,2.03,64.74
Données consolidées,2024-01-02,00:30:00,7329.0,131.0,9176.0,311.0,0.0,2634.0,-491.0,120.0,0.0,0.0,0.0,0.0,-4551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,13.09,125.2,67.62,4.24,41.97,0.0,0.0,35.94,23.1,1.64,63.49
Données définitives,2022-10-13,07:30:00,6549.0,89.0,6410.0,31.0,0.0,2644.0,-13.0,103.0,0.0,0.0,0.0,0.0,-2717.0,,,,,,,,,,,,,,277.0,,0.0,,,,,26.0,2215.0,,308.0,,,,,,,,,,,1633.0,,,341.0,1.36,8.34,97.88,47.24,0.47,4.53,0.0,0.0,40.37,23.07,1.57,54.21
Données définitives,2022-11-23,00:30:00,7972.0,168.0,7194.0,128.0,0.0,1989.0,-15.0,107.0,0.0,0.0,0.0,0.0,-1599.0,,,,,,,,,,,,,,14.0,,0.0,,,,,66.0,3125.0,,474.0,,,,,,,,,,,1259.0,,,912.0,2.11,15.75,90.24,53.01,1.61,18.69,0.0,0.0,24.95,17.35,1.34,56.32
Données définitives,2023-10-20,08:30:00,7048.0,12.0,8736.0,220.0,1.0,2695.0,-12.0,99.0,0.0,0.0,0.0,0.0,-4703.0,,,,,,,,,,,,,,1346.0,,3.0,,,,,9.0,2862.0,,228.0,,,,,,,,,,,1591.0,,,1468.0,0.17,1.19,123.95,64.38,3.12,30.39,0.01,0.05,38.24,23.63,1.4,52.66
Données définitives,2021-09-17,06:30:00,5928.0,417.0,8985.0,57.0,0.0,2192.0,-501.0,108.0,0,0,0,0,-5330.0,,1329,,805,,,,,189,60,,58,,408,,0,,,,,96,4464,,373,,,,0,,,12,,,,1651,,,790,7.03,38.47,151.57,66.21,0.96,8.32,0.0,0.0,36.98,18.58,1.82,57.45
Données définitives,2022-05-23,11:30:00,7527.0,354.0,7926.0,242.0,581.0,4198.0,-5.0,119.0,0.0,0.0,0.0,0.0,-5887.0,,,,,,,,,,,,,,1472.0,,434.0,,,,,68.0,2481.0,,154.0,,,,,,,,,,,2176.0,,,440.0,4.7,33.68,105.3,58.41,3.22,33.85,7.72,36.91,55.77,37.34,1.58,54.84
Données temps réel,2025-09-17,20:00:00,6820.0,27.0,9172.0,59.0,15.0,2420.0,0.0,81.0,0,0,,,-4954.0,,1031,,572,,,,,207,152,,71,,-472,,0,,,,,-56,-4178,,-138,,,,0,,,1101,,,,-1944,,,-242,0.4,2.74,134.49,67.59,0.87,8.06,0.22,0.45,35.48,21.14,1.19,40.3
Données consolidées,2024-04-18,21:30:00,7918.0,12.0,8461.0,363.0,0.0,5566.0,-13.0,113.0,0.0,0.0,0.0,0.0,-6585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.2,106.86,62.35,4.58,48.99,0.0,0.0,70.3,48.82,1.43,59.79
Données définitives,2023-03-17,01:30:00,6794.0,125.0,10667.0,408.0,0.0,2588.0,-96.0,101.0,0.0,0.0,0.0,0.0,-7000.0,,,,,,,,,,,,,,1371.0,,81.0,,,,,167.0,3595.0,,262.0,,,,,,,,,,,2176.0,,,1109.0,1.84,12.77,157.01,78.61,6.01,56.43,0.0,0.0,38.09,22.7,1.49,52.88
Données temps réel,2025-06-13,17:00:00,6669.0,27.0,9767.0,192.0,1649.0,3188.0,-823.0,79.0,0,1,,,-7410.0,,288,,402,,,,,6,590,,426,,-2050,,0,,,,,-101,-1738,,-16,,,,0,,,0,,,,-3625,,,-1094,0.4,2.74,146.45,71.97,2.88,26.23,24.73,49.97,47.8,27.85,1.18,39.3
Données définitives,2022-10-08,15:00:00,6067.0,70.0,5522.0,102.0,489.0,850.0,-1843.0,115.0,0.0,0.0,0.0,0.0,763.0,,,,,,,,,,,,,,29.0,,10.0,,,,,3.0,1916.0,,214.0,,,,,,,,,,,1203.0,,,529.0,1.15,6.56,91.02,40.69,1.68,14.89,8.06,31.09,14.01,7.42,1.9,60.53
Données définitives,2023-09-27,05:00:00,4862.0,10.0,8634.0,18.0,0.0,1492.0,-13.0,114.0,0.0,0.0,0.0,0.0,-5394.0,,,,,,,,,,,,,,860.0,,0.0,,,,,13.0,3684.0,,359.0,,,,,,,,,,,1626.0,,,601.0,0.21,1.0,177.58,63.63,0.37,2.49,0.0,0.0,30.69,13.08,2.34,60.64
Données consolidées,2024-09-05,10:30:00,7241.0,12.0,6870.0,95.0,278.0,2348.0,-39.0,119.0,0.0,0.0,0.0,0.0,-2443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,1.2,94.88,50.63,1.31,12.82,3.84,12.45,32.43,20.59,1.64,62.96
Données définitives,2022-11-21,13:30:00,8751.0,582.0,7879.0,423.0,124.0,3938.0,-14.0,115.0,0.0,0.0,0.0,0.0,-4296.0,,,,,,,,,,,,,,577.0,,0.0,,,,,52.0,2957.0,,343.0,,,,,,,,,,,1524.0,,,829.0,6.65,54.55,90.04,58.06,4.83,61.75,1.42,7.88,45.0,34.35,1.31,60.53
Données définitives,2023-02-04,14:30:00,7865.0,575.0,13336.0,300.0,515.0,1376.0,-822.0,116.0,0.0,0.0,0.0,0.0,-7531.0,,,,,,,,,,,,,,1609.0,,216.0,,,,,104.0,3437.0,,302.0,,,,,,,,,,,2067.0,,,1301.0,7.31,58.73,169.56,98.28,3.81,41.49,6.55,28.27,17.5,12.07,1.47,60.73
Données définitives,2021-05-11,14:30:00,7372.0,65.0,7923.0,166.0,520.0,3856.0,-4.0,100.0,0,0,0,0,-5253.0,,331,,614,,,,,41,560,,216,,1410,,0,,,,,83,1516,,134,,,,0,,,4,,,,2751,,,1126,0.88,6.02,107.47,58.39,2.25,26.9,7.05,40.94,52.31,32.72,1.36,53.48
Données consolidées,2024-03-13,19:30:00,8267.0,546.0,9476.0,48.0,0.0,5958.0,-12.0,129.0,0.0,0.0,0.0,0.0,-7878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,54.55,114.62,69.83,0.58,6.48,0.0,0.0,72.07,52.26,1.56,68.25
Données définitives,2023-12-03,08:00:00,8538.0,143.0,10354.0,173.0,0.0,3082.0,-980.0,114.0,0.0,0.0,0.0,0.0,-4348.0,,,,,,,,,,,,,,543.0,,7.0,,,,,201.0,3821.0,,202.0,,,,,,,,,,,1513.0,,,343.0,1.67,14.29,121.27,76.3,2.03,23.35,0.0,0.0,36.1,27.03,1.34,60.32
Données temps réel,2025-09-14,21:30:00,5626.0,27.0,7734.0,126.0,0.0,1509.0,-315.0,81.0,0,0,,,-3536.0,,2357,,802,,,,,211,35,,47,,-183,,0,,,,,-16,-3629,,-158,,,,0,,,253,,,,-2128,,,-195,0.48,2.74,137.47,56.99,2.24,17.21,0.0,0.0,26.82,13.18,1.44,40.3
Données consolidées,2024-10-19,08:00:00,5381.0,9.0,8297.0,50.0,0.0,3875.0,-1142.0,117.0,0.0,0.0,0.0,0.0,-5825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.9,154.19,61.14,0.93,6.75,0.0,0.0,72.01,33.99,2.17,61.9
Données consolidées,2024-05-07,12:30:00,7235.0,6.0,7924.0,123.0,1088.0,4833.0,-13.0,119.0,0.0,0.0,0.0,0.0,-6845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.6,109.52,58.39,1.7,16.6,15.04,48.72,66.8,42.39,1.64,62.96
Données temps réel,2025-04-29,06:30:00,5769.0,250.0,9873.0,51.0,25.0,2979.0,-1145.0,61.0,0,0,,,-6326.0,,605,,515,,,,,103,116,,232,,-1750,,0,,,,,-11,-3079,,-34,,,,0,,,246,,,,-2337,,,-932,4.33,24.98,171.14,72.76,0.88,6.88,0.43,1.12,51.64,26.13,1.06,32.28
Données définitives,2021-05-31,10:00:00,6887.0,14.0,8704.0,14.0,563.0,4210.0,-5.0,112.0,0,0,0,0,-6726.0,,71,,204,,,,,94,369,,207,,1110,,79,,,,,179,3957,,108,,,,0,,,137,,,,1754,,,619,0.2,1.3,126.38,64.14,0.2,2.27,8.17,44.33,61.13,35.72,1.63,59.89
Données consolidées,2024-09-05,17:00:00,6684.0,13.0,6214.0,22.0,818.0,2349.0,-508.0,119.0,0.0,0.0,0.0,0.0,-2342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.3,92.97,45.79,0.33,2.97,12.24,36.63,35.14,20.6,1.78,62.96
Données définitives,2021-10-31,05:30:00,5655.0,32.0,9187.0,210.0,0.0,851.0,-1805.0,114.0,0,0,0,0,-2934.0,,1957,,1095,,,,,51,358,,148,,260,,0,,,,,20,2651,,215,,,,0,,,3,,,,1976,,,1424,0.57,2.95,162.46,67.7,3.71,29.45,0.0,0.0,15.05,7.43,2.02,60.0
Données définitives,2021-12-24,15:30:00,8746.0,569.0,12507.0,108.0,98.0,1415.0,-170.0,114.0,0,0,0,0,-5895.0,,591,,168,,,,,51,308,,201,,684,,84,,,,,48,5282,,933,,,,227,,,278,,,,178,,,512,6.51,52.3,143.0,92.17,1.23,15.15,1.12,6.94,16.18,12.35,1.3,60.0
Données définitives,2022-03-01,05:30:00,9023.0,214.0,10818.0,90.0,0.0,2199.0,-89.0,132.0,0.0,0.0,0.0,0.0,-4341.0,,,,,,,,,,,,,,225.0,,61.0,,,,,73.0,4872.0,,601.0,,,,,,,,,,,847.0,,,690.0,2.37,20.36,119.89,79.72,1.0,12.59,0.0,0.0,24.37,19.56,1.46,60.83
Données définitives,2022-07-03,19:30:00,6038.0,200.0,8941.0,40.0,193.0,2842.0,-11.0,105.0,0.0,0.0,0.0,0.0,-6272.0,,,,,,,,,,,,,,637.0,,73.0,,,,,42.0,3929.0,,483.0,,,,,,,,,,,2168.0,,,720.0,3.31,18.74,148.08,65.89,0.66,5.84,3.2,12.27,47.07,24.79,1.74,55.26
Données consolidées,2024-10-08,06:00:00,5950.0,11.0,8193.0,51.0,0.0,2695.0,-1484.0,119.0,0.0,0.0,0.0,0.0,-3636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.1,137.7,60.38,0.86,6.88,0.0,0.0,45.29,23.64,2.0,62.96
Données définitives,2022-06-28,06:30:00,5849.0,417.0,9295.0,241.0,12.0,2550.0,-143.0,119.0,0.0,0.0,0.0,0.0,-6643.0,,,,,,,,,,,,,,1813.0,,476.0,,,,,99.0,3426.0,,333.0,,,,,,,,,,,1322.0,,,350.0,7.13,39.08,158.92,68.5,4.12,35.18,0.21,0.76,43.6,22.25,2.03,62.63
Données définitives,2022-10-25,19:00:00,7077.0,379.0,7234.0,234.0,1.0,3989.0,-13.0,110.0,0.0,0.0,0.0,0.0,-4858.0,,,,,,,,,,,,,,1156.0,,0.0,,,,,137.0,2392.0,,67.0,,,,,,,,,,,1981.0,,,720.0,5.36,35.52,102.22,53.31,3.31,34.16,0.01,0.06,56.37,34.8,1.55,57.89
Données définitives,2022-05-03,01:00:00,5768.0,52.0,6944.0,32.0,0.0,2338.0,-150.0,127.0,0.0,0.0,0.0,0.0,-3575.0,,,,,,,,,,,,,,570.0,,0.0,,,,,77.0,1854.0,,201.0,,,,,,,,,,,1710.0,,,1411.0,0.9,4.95,120.39,51.17,0.55,4.48,0.0,0.0,40.53,20.8,2.2,58.53
Données temps réel,2025-03-12,21:30:00,7425.0,496.0,10026.0,95.0,0.0,5295.0,0.0,60.0,0,0,,,-8548.0,,181,,223,,,,,127,376,,90,,-1706,,-258,,,,,-128,-3105,,-139,,,,38,,,26,,,,-2405,,,-956,6.68,49.55,135.03,73.88,1.28,12.82,0.0,0.0,71.31,46.44,0.81,31.75
Données définitives,2022-03-02,01:30:00,8523.0,194.0,10868.0,100.0,0.0,2506.0,-3.0,128.0,0.0,0.0,0.0,0.0,-5270.0,,,,,,,,,,,,,,774.0,,0.0,,,,,67.0,4169.0,,534.0,,,,,,,,,,,1309.0,,,1026.0,2.28,18.46,127.51,80.09,1.17,13.99,0.0,0.0,29.4,22.29,1.5,58.99
Données définitives,2023-06-18,04:00:00,4772.0,14.0,7240.0,112.0,0.0,4056.0,-14.0,133.0,0.0,0.0,0.0,0.0,-6769.0,,,,,,,,,,,,,,1351.0,,0.0,,,,,8.0,3055.0,,187.0,,,,,,,,,,,1979.0,,,972.0,0.29,1.43,151.72,53.35,2.35,15.49,0.0,0.0,85.0,35.57,2.79,69.63
Données temps réel,2025-09-09,15:30:00,6773.0,28.0,6852.0,63.0,1656.0,1917.0,-1847.0,81.0,0,0,,,-1977.0,,1876,,660,,,,,38,403,,317,,-485,,0,,,,,-73,-1130,,-18,,,,0,,,219,,,,-2721,,,-764,0.41,2.84,101.17,50.49,0.93,8.61,24.45,50.18,28.3,16.74,1.2,40.3
Données temps réel,2025-04-12,15:00:00,5883.0,25.0,9123.0,256.0,1256.0,1368.0,-1363.0,60.0,0,0,,,-4843.0,,206,,143,,,,,8,343,,107,,-441,,-210,,,,,-46,-3430,,-32,,,,427,,,437,,,,-1354,,,-172,0.42,2.5,155.07,67.23,4.35,34.55,21.35,56.25,23.25,12.0,1.02,31.75
Données définitives,2023-04-27,02:00:00,6011.0,15.0,9918.0,42.0,0.0,2726.0,-13.0,107.0,0.0,0.0,0.0,0.0,-6782.0,,,,,,,,,,,,,,429.0,,0.0,,,,,58.0,5027.0,,391.0,,,,,,,,,,,2277.0,,,589.0,0.25,1.53,165.0,73.09,0.7,5.81,0.0,0.0,45.35,23.91,1.78,56.02
Données consolidées,2024-03-30,19:30:00,7205.0,123.0,9248.0,399.0,0.0,5750.0,-13.0,127.0,0.0,0.0,0.0,0.0,-8427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,12.29,128.36,68.15,5.54,53.85,0.0,0.0,79.81,50.43,1.76,67.2
Données temps réel,2025-09-19,05:30:00,5352.0,27.0,9160.0,147.0,0.0,1413.0,-799.0,66.0,0,0,,,-4662.0,,1895,,786,,,,,148,158,,106,,-816,,0,,,,,-15,-2986,,-22,,,,0,,,0,,,,-2540,,,-586,0.5,2.74,171.15,67.5,2.75,20.08,0.0,0.0,26.4,12.34,1.23,32.84
Données définitives,2021-04-26,04:30:00,5190.0,364.0,8318.0,71.0,0.0,1258.0,-1242.0,105.0,0,0,0,0,-3684.0,,1611,,1080,,,,,105,371,,151,,346,,0,,,,,10,3288,,297,,,,0,,,2,,,,1813,,,1250,7.01,33.8,160.27,61.3,1.37,12.7,0.0,0.0,24.24,10.67,2.02,56.15
Données définitives,2022-02-16,19:00:00,10385.0,216.0,10732.0,309.0,0.0,4205.0,-8.0,134.0,0.0,0.0,0.0,0.0,-5203.0,,,,,,,,,,,,,,22.0,,0.0,,,,,78.0,6624.0,,1085.0,,,,,,,,,,,1931.0,,,578.0,2.08,20.32,103.34,79.09,2.98,45.11,0.0,0.0,40.49,36.72,1.29,70.16
Données consolidées,2024-06-01,02:30:00,5578.0,10.0,8042.0,137.0,0.0,4168.0,-1032.0,134.0,0.0,0.0,0.0,0.0,-5881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.0,144.17,59.26,2.46,18.49,0.0,0.0,74.72,36.56,2.4,70.9
Données consolidées,2024-03-02,05:00:00,7047.0,122.0,11421.0,252.0,0.0,3113.0,-1448.0,132.0,0.0,0.0,0.0,0.0,-6546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,12.19,162.07,84.16,3.58,34.01,0.0,0.0,44.17,27.3,1.87,69.84
Données définitives,2022-01-19,00:00:00,10439.0,687.0,12444.0,270.0,0.0,2605.0,-650.0,114.0,0.0,0.0,0.0,0.0,-5031.0,,,,,,,,,,,,,,371.0,,146.0,,,,,38.0,6910.0,,932.0,,,,,,,,,,,0.0,,,453.0,6.58,64.63,119.21,91.7,2.59,39.42,0.0,0.0,24.95,22.75,1.09,59.69
Données définitives,2022-09-28,11:00:00,7725.0,393.0,6471.0,323.0,381.0,2575.0,-13.0,107.0,0.0,0.0,0.0,0.0,-2512.0,,,,,,,,,,,,,,938.0,,1.0,,,,,42.0,1334.0,,108.0,,,,,,,,,,,1260.0,,,264.0,5.09,36.83,83.77,47.69,4.18,47.15,4.93,24.22,33.33,22.46,1.39,56.32
Données définitives,2021-07-20,04:30:00,5129.0,48.0,7939.0,102.0,0.0,3455.0,-743.0,123.0,0,0,0,0,-5795.0,,815,,504,,,,,119,95,,53,,448,,0,,,,,14,4126,,303,,,,0,,,66,,,,2248,,,307,0.94,4.45,154.79,58.5,1.99,15.41,0.0,0.0,67.36,29.31,2.4,65.78
